width_inches,height_inches,inventory_number,object_id,object_type,title,unique_id,artist,img_link,color_tags
98.4375,98.4375,1836,380013,Painting,I hole you,8307645212,Tal R b. 1967,https://api.collectorsystems.com/11184/objects/380013/mainimage,"{'0': '#b8a92c', '1': '#c0bd98', '2': '#5c462f'}"
39.375,39.375,1837.1,380014,Photographs,Before Paradise (tunnel),4614144098,"Julien, Isaac b. 1960",https://api.collectorsystems.com/11184/objects/380014/mainimage,"{'0': '#393630', '1': '#757873', '2': '#f7f7f6'}"
84.0,24.0,1838,380015,Painting,Promenade des Anglais,6888350589,"Joffe, Chantal b. 1969",https://api.collectorsystems.com/11184/objects/380015/mainimage,"{'0': '#bed2ee', '1': '#775565', '2': '#acbfd1'}"
31.5,31.5,1839,380016,Installation,Macau Wall (Terracotta) 1-25,0535592339,"Varejao, Adriana b. 1964",https://api.collectorsystems.com/11184/objects/380016/mainimage,"{'0': '#2c2724', '1': '#8c6967', '2': '#c3bbc0'}"
12.625,14.9375,1840,380017,Installation,"""2 x (38 x 32 x 21)""",6331180571,"Balka, Miroslaw b. 1958",https://api.collectorsystems.com/11184/objects/380017/mainimage,"{'0': '#a58d7f', '1': '#715a53', '2': '#c4b9b8'}"
,,1841,380018,Painting,Beautiful Career Minded Painting (Blue Slash),3757229661,"Hirst, Damien b. 1965",https://api.collectorsystems.com/11184/objects/380018/mainimage,"{'0': '#dfe6df', '1': '#693b38', '2': '#c9ae4c'}"
10.5625,96.0625,1842,380019,Painting,Kids,0851509380,"Harvey, Marcus b. 1963",https://api.collectorsystems.com/11184/objects/380019/mainimage,"{'0': '#e9ebf0', '1': '#29303a', '2': '#808a9a'}"
2.0,2.5,1843,380020,Painting,Self-Portrait (Purple Shirt),0802602044,"Torok, Jim b. 1954",https://api.collectorsystems.com/11184/objects/380020/mainimage,"{'0': '#4e3c4e', '1': '#b78e69', '2': '#d5d1c4'}"
70.875,35.0625,1844.7,380021,Photographs,Untitled / Osaka,3559089223,"Hatakeyama, Naoya b. 1958",https://api.collectorsystems.com/11184/objects/380021/mainimage,"{'0': '#dbd2c7', '1': '#584955', '2': '#938485'}"
90.5625,44.125,1845.3,380022,Photographs,Sans Titre,6160442969,"Demmerle, Yannick b. 1969",https://api.collectorsystems.com/11184/objects/380022/mainimage,"{'0': '#836743', '1': '#d4b986', '2': '#1a1711'}"
63.0,47.25,1300,380024,Painting,Die Streife entdeckt die selbstgebaute Hutte eines Obdachlosen im Wald neben der Autobahn: Obdachlose I,3781477194,"Majewski, Antje b. 1968",https://api.collectorsystems.com/11184/objects/380024/mainimage,"{'0': '#d2beb6', '1': '#45354b', '2': '#15121f'}"
63.0,47.25,1301,380025,Painting,Schlafender,2349686449,"Majewski, Antje b. 1968",https://api.collectorsystems.com/11184/objects/380025/mainimage,"{'0': '#716160', '1': '#b8b8c4', '2': '#2e292e'}"
64.0,48.0,1304,380028,Painting,Over the Border,9439132112,"Marcus, Paul b. 1953",https://api.collectorsystems.com/11184/objects/380028/mainimage,"{'0': '#718b88', '1': '#122124', '2': '#344d4e'}"
9.0,9.0,1305.37,380029,Work on paper,Untitled,8746265877,"Martin, Agnes 1912-2004",https://api.collectorsystems.com/11184/objects/380029/mainimage,"{'0': '#aa9d8a', '1': '#a2946c', '2': '#a29680'}"
,40.0,1306.2,380030,Photographs,Untitled,9064599266,"Marshall, Kerry James b. 1955",https://api.collectorsystems.com/11184/objects/380030/mainimage,"{'0': '#be9c6f', '1': '#3e2e1c', '2': '#9f7b53'}"
86.625,106.3125,1307,380031,Painting,Untitled,9658773739,"Mattes, Stefan b. 1962",https://api.collectorsystems.com/11184/objects/380031/mainimage,"{'0': '#c9b89e', '1': '#998264', '2': '#e7dfca'}"
37.0,37.0,1308,380032,Installation,Untitled,6965109430,"Matzko, Claudia b. 1956",https://api.collectorsystems.com/11184/objects/380032/mainimage,"{'0': '#a5b7c1', '1': '#5c7b8a', '2': '#7f9ba7'}"
72.0,72.0,1309,380033,Painting,Someday,9939965019,"McClelland, Suzanne b. 1959",https://api.collectorsystems.com/11184/objects/380033/mainimage,"{'0': '#393c36', '1': '#dddece', '2': '#8a8c81'}"
19.5,15.5,1010,380036,Painting,Untitled,5368930992,"Alys, Francis b. 1959",https://api.collectorsystems.com/11184/objects/380036/mainimage,"{'0': '#d9d0c8', '1': '#1b2d40', '2': '#717b82'}"
72.0,80.0,1012,380038,Painting,Low Octave,9674900917,"Amenoff, Gregory b. 1948",https://api.collectorsystems.com/11184/objects/380038/mainimage,"{'0': '#29201e', '1': '#6b4730', '2': '#ad8f75'}"
60.0,70.0,1013,380039,Painting,Centipede,8035662556,"Anderson, Doug b. 1954",https://api.collectorsystems.com/11184/objects/380039/mainimage,"{'0': '#d2d6b7', '1': '#5f7073', '2': '#131412'}"
84.0,70.0,1014,380040,Painting,Untitled (Horse),4438457703,"Andoe, Joe b. 1955",https://api.collectorsystems.com/11184/objects/380040/mainimage,"{'0': '#090906', '1': '#5e5846', '2': '#28261e'}"
89.0,57.5,1017,380043,Painting,The White Cherokee,7605799438,"Artschwager, Richard b. 1923",https://api.collectorsystems.com/11184/objects/380043/mainimage,"{'0': '#6f5f65', '1': '#a7929e', '2': '#c2973d'}"
74.5,114.5,1091,380048,Painting,Schutz und Zusammenlegung,8101500810,"Carstensen, Claus b. 1957",https://api.collectorsystems.com/11184/objects/380048/mainimage,"{'0': '#353121', '1': '#c2bb86', '2': '#9c9666'}"
120.0,66.0,1094,380051,Painting,Daybreak,1989097905,"Chase, Louisa b. 1951",https://api.collectorsystems.com/11184/objects/380051/mainimage,"{'0': '#ba894f', '1': '#3f3b5c', '2': '#765a8e'}"
59.0,51.0,1095,380052,Painting,A Te Perfido Carro!,3758687889,"Chia, Sandro b. 1946",https://api.collectorsystems.com/11184/objects/380052/mainimage,"{'0': '#9aabaf', '1': '#1d262e', '2': '#4d5753'}"
40.0,47.0,1096,380053,Painting,G. Series: �The Fifer Boy� Manet,8160434843,"Clarke, John Clem b. 1937",https://api.collectorsystems.com/11184/objects/380053/mainimage,"{'0': '#827d6c', '1': '#564d3b', '2': '#83410f'}"
25.75,61.75,1097,380054,Photographs,The Free Public Library 700-701: Selections from Arts,8237637147,"Clegg & Guttmann b. 1957
b. 1957",https://api.collectorsystems.com/11184/objects/380054/mainimage,"{'0': '#664c3f', '1': '#baaaa0', '2': '#1b0c08'}"
24.625,35.4375,1098,380055,Painting,Water and Fire,6106395436,"Clemente, Francesco b. 1952",https://api.collectorsystems.com/11184/objects/380055/mainimage,"{'0': '#b9b6a9', '1': '#b39976', '2': '#74493f'}"
78.0,108.0,1178,380062,Painting,Best Western,7868601451,"Fischl, Eric b. 1948",https://api.collectorsystems.com/11184/objects/380062/mainimage,"{'0': '#c7ab8e', '1': '#2f2a1b', '2': '#66513c'}"
61.0,84.0,1180,380064,Painting,Burnt Bridges,7535927198,"Fishman, Louise b. 1939",https://api.collectorsystems.com/11184/objects/380064/mainimage,"{'0': '#babed7', '1': '#272843', '2': '#767a98'}"
72.0,84.0,1184,380068,Painting,Activate,0553141446,"Francis, Mark b. 1962",https://api.collectorsystems.com/11184/objects/380068/mainimage,"{'0': '#acb3c7', '1': '#77859c', '2': '#1b273b'}"
30.0,54.0,1245,380071,Painting,Creator: Maker: Mother,7421553085,"Jensen, Alfred 1903-1981",https://api.collectorsystems.com/11184/objects/380071/mainimage,"{'0': '#d0d0d2', '1': '#222f36', '2': '#a06850'}"
22.5,31.0,1246.37,380072,Work on paper,Green Angel,7285751805,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380072/mainimage,"{'0': '#fbf9e7', '1': '#ac9e79', '2': '#534e37'}"
10.125,13.125,1247,380073,Work on paper,Fizzles (Foirades),4966684840,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380073/mainimage,"{'0': '#d3d6b5', '1': '#8e909b', '2': '#f8f9f2'}"
,,1248.27,380074,Work on paper,The Seasons,1882729609,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380074/mainimage,"{'0': '#5a5751', '1': '#a3a09a', '2': '#eeede9'}"
21.125,38.875,1249.39,380075,Work on paper,Untitled,0067842832,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380075/mainimage,"{'0': '#999272', '1': '#d8d2af', '2': '#443c27'}"
31.125,38.875,1250.39,380076,Work on paper,Untitled,8740693000,"Johns, Jasper b. 1930",https://api.collectorsystems.com/11184/objects/380076/mainimage,"{'0': '#d3cba7', '1': '#938661', '2': '#534828'}"
54.75,40.75,1251.1,380077,Photographs,Untitled (Winter Me),6465644714,"Johnson, Larry b. 1959",https://api.collectorsystems.com/11184/objects/380077/mainimage,"{'0': '#05121d', '1': '#9aa199', '2': '#a7771e'}"
90.0,24.5,1311,380079,Painting,Primeval Perambulation,4909342917,"McDermott, David & Peter McGough b. 1952 / b. 1958",https://api.collectorsystems.com/11184/objects/380079/mainimage,"{'0': '#2b2b19', '1': '#5b5348', '2': '#ae8a73'}"
80.0,108.0,1314,380082,Painting,Crayola,1455737061,"Mentor, Will b. 1958",https://api.collectorsystems.com/11184/objects/380082/mainimage,"{'0': '#4d665a', '1': '#1e2f2c', '2': '#9fb09a'}"
6.0,9.0,1315,380083,Work on paper,untitled (exhaust),9579576328,"Mentor, Will b. 1958",https://api.collectorsystems.com/11184/objects/380083/mainimage,"{'0': '#a9b4b8', '1': '#727878', '2': '#404441'}"
84.0,84.0,1316,380084,Painting,Water Lillies,3422970618,"Mentor, Will b. 1958",https://api.collectorsystems.com/11184/objects/380084/mainimage,"{'0': '#202525', '1': '#9a9fb3', '2': '#525d6a'}"
72.0,92.0,1317,380085,Painting,The Street,6542114807,"Middendorf, Helmut b. 1953",https://api.collectorsystems.com/11184/objects/380085/mainimage,"{'0': '#9c8799', '1': '#27272f', '2': '#6e3835'}"
17.75,23.75,1321,380089,Work on paper,Press Release (Marianne Boesky),8128836884,BANK,https://api.collectorsystems.com/11184/objects/380089/mainimage,"{'0': '#ca8224', '1': '#ddb48c', '2': '#f3d8bc'}"
5.125,6.75,1374.12,380090,Painting,"�Andy Warhol, �32 Cans of Campbell�s Soup�",8943315606,"Pettibone, Richard b. 1938",https://api.collectorsystems.com/11184/objects/380090/mainimage,"{'0': '#cdcdc7', '1': '#32271e', '2': '#9f3c2b'}"
7.25,9.25,1376,380092,Painting,Sara,4357450979,"Peyton, Elizabeth b. 1965",https://api.collectorsystems.com/11184/objects/380092/mainimage,"{'0': '#c6580b', '1': '#df8e51', '2': '#f0c396'}"
40.0,32.0,1377,380093,Painting,Prince Harry,7794752901,"Peyton, Elizabeth b. 1965",https://api.collectorsystems.com/11184/objects/380093/mainimage,"{'0': '#d2ced7', '1': '#9a6053', '2': '#1c1826'}"
48.0,36.0,1378,380094,Painting,Untitled,6394493740,"Pfister, Chris b. 1957",https://api.collectorsystems.com/11184/objects/380094/mainimage,"{'0': '#261e0a', '1': '#8d896b', '2': '#6a684c'}"
59.0625,85.0625,1379,380095,Painting,Glasses,3131345395,"Phillips, Richard b. 1963",https://api.collectorsystems.com/11184/objects/380095/mainimage,"{'0': '#422933', '1': '#426796', '2': '#c78d63'}"
39.375,27.5625,1382,380098,Work on paper,Dance of the Muses,8854206957,"Poeggeler, Christoph b. 1958",https://api.collectorsystems.com/11184/objects/380098/mainimage,"{'0': '#100e0b', '1': '#e0ded7', '2': '#716c64'}"
49.1875,98.4375,1383,380099,Photographs,Photographer,5866332726,"Pistoletto, Michelangelo b. 1933",https://api.collectorsystems.com/11184/objects/380099/mainimage,"{'0': '#73798d', '1': '#12111f', '2': '#e4ebf2'}"
38.1875,24.0,1384,380100,Painting,O.T. (Priel),6354724667,"Poeggeler, Christoph b. 1958",https://api.collectorsystems.com/11184/objects/380100/mainimage,"{'0': '#a18d59', '1': '#baac80', '2': '#496762'}"
79.0,59.5,1448,380104,Photographs,Tokyo '98,0798562176,"Streuli, Beat b. 1957",https://api.collectorsystems.com/11184/objects/380104/mainimage,"{'0': '#22202b', '1': '#d7d6dc', '2': '#726f77'}"
99.5,54.0,1449,380105,Painting,Cabinessence,6831842185,"Burton, Richmond b. 1960",https://api.collectorsystems.com/11184/objects/380105/mainimage,"{'0': '#d3c1ac', '1': '#a78b6b', '2': '#f1e9df'}"
8.25,11.625,1450.139,380106,Work on paper,Im Kopf,8611540381,"Lange, Thomas b. 1957",https://api.collectorsystems.com/11184/objects/380106/mainimage,"{'0': '#f4ee48', '1': '#e9e7b4', '2': '#f9faf5'}"
48.0,35.5,1451,380107,Painting,From Ashmore Park to Westfield: The Devil�s Elbow,5886450360,"Rayson, David b. 1966",https://api.collectorsystems.com/11184/objects/380107/mainimage,"{'0': '#1c261d', '1': '#bdcbed', '2': '#404f41'}"
108.0,112.0,1452,380108,Installation,Wires & Motor,1792834822,"Silverthorne, Jeanne b. 1950",https://api.collectorsystems.com/11184/objects/380108/mainimage,"{'0': '#aea09c', '1': '#352523', '2': '#e7dce3'}"
60.0,60.0,1454,380110,Painting,Let Me In Let Me Out,4411155417,"Smith, Cary b. 1955",https://api.collectorsystems.com/11184/objects/380110/mainimage,"{'0': '#cc9242', '1': '#8b9c4a', '2': '#364f6b'}"
64.75,64.75,1455,380111,Painting,Come Again,8103292944,"Smith, Cary b. 1955",https://api.collectorsystems.com/11184/objects/380111/mainimage,"{'0': '#d3c00b', '1': '#895d4a', '2': '#d3c525'}"
36.0,48.0,1512.3,380112,Photographs,I�m Desperate �Signs that say what you want them to say and not Signs that say what someone else wants you to say�,3280069507,"Wearing, Gillian b. 1963",https://api.collectorsystems.com/11184/objects/380112/mainimage,"{'0': '#161c20', '1': '#6b6e6f', '2': '#bbbfc0'}"
60.0,84.0,1513,380113,Painting,Boating in the Park,4692172894,"Weeks, James b. 1922",https://api.collectorsystems.com/11184/objects/380113/mainimage,"{'0': '#ae9768', '1': '#282b25', '2': '#645633'}"
16.0,14.0,1514,380114,Painting,Airy; Airy; Airy Blue; Aerial View; Airway; Skyway Blue,0495666455,"Wegner, Peter b. 1963",https://api.collectorsystems.com/11184/objects/380114/mainimage,"{'0': '#fdfdfb', '1': '#f1f5f0', '2': '#d5ecda'}"
12.25,9.5,1520,380120,Photographs,"P&G (ex-PRR 7205) Worchester, MA",1687365215,"Welling, James b. 1951",https://api.collectorsystems.com/11184/objects/380120/mainimage,"{'0': '#6d6864', '1': '#e6e2dd', '2': '#322f2b'}"
24.5,16.5,1522,380122,Work on paper,Untitled,6363341106,"Werner, Josef",https://api.collectorsystems.com/11184/objects/380122/mainimage,"{'0': '#a8a17f', '1': '#453b1c', '2': '#867a47'}"
48.25,39.0,1599,380125,Installation,A-Z Time Tunnel: Time to Read Every Book I Ever Wanted to Read,4948968579,"Zittel, Andrea b. 1965",https://api.collectorsystems.com/11184/objects/380125/mainimage,"{'0': '#7387ae', '1': '#2a2622', '2': '#605b61'}"
104.0,80.0,1600,380126,Painting,Flood,9354683220,"Cotton, Will b. 1965",https://api.collectorsystems.com/11184/objects/380126/mainimage,"{'0': '#625e7e', '1': '#9a96c2', '2': '#2a2031'}"
35.5,23.75,1601,380127,Photographs,Line-in and Out: Boxed Matter with French Curves and a Slide Mount,0294130871,"Takahashi, Tomoko b. 1966",https://api.collectorsystems.com/11184/objects/380127/mainimage,"{'0': '#cbd3c8', '1': '#504c3c', '2': '#949174'}"
39.5,26.0,1602,380128,Photographs,"Site Work (�99@Pedro Cera, Lisbon) with 24 corners with missing 2 corners supported with 2 lines each (or, �Little Worker�s Tool Set�)�",9936966417,"Takahashi, Tomoko b. 1966",https://api.collectorsystems.com/11184/objects/380128/mainimage,"{'0': '#5b4f4e', '1': '#8f8b87', '2': '#c7c1b6'}"
40.0,26.0,1604.3,380130,Photographs,Don�t Forget to Call Your Mother,9337213801,"Cattelan, Maurizio b. 1960",https://api.collectorsystems.com/11184/objects/380130/mainimage,"{'0': '#b98f74', '1': '#592c24', '2': '#0a0904'}"
71.0,71.0,1605.3,380131,Photographs,Skarfandry,0344413099,"Wilson, Jane & Louise b. 1967",https://api.collectorsystems.com/11184/objects/380131/mainimage,"{'0': '#5a422f', '1': '#1c1713', '2': '#bdadb3'}"
126.0,94.0,1606,380132,Painting,Anti-City,1785188854,"Ritchie, Matthew b. 1964",https://api.collectorsystems.com/11184/objects/380132/mainimage,"{'0': '#a7965f', '1': '#633e1c', '2': '#b1c0ca'}"
132.0,82.0,1609,380135,Painting,Activated Glowstick,9891274529,"Williams, Sue b. 1954",https://api.collectorsystems.com/11184/objects/380135/mainimage,"{'0': '#cfd7dd', '1': '#4c82a2', '2': '#eff0f3'}"
14.25,11.625,1695.AP_7,380138,Work on paper,Alias II,0785109152,"Gallagher, Ellen b. 1965",https://api.collectorsystems.com/11184/objects/380138/mainimage,"{'0': '#ddd9ce', '1': '#5b574c', '2': '#efece1'}"
14.25,11.625,1696.AP_7,380139,Work on paper,Alias III,0995228038,"Gallagher, Ellen b. 1965",https://api.collectorsystems.com/11184/objects/380139/mainimage,"{'0': '#47463e', '1': '#fcfbf5', '2': '#0e0c07'}"
104.3125,7.3125,1697,380140,Photographs,S-Bahn,8151735154,"Keller, Christoph",https://api.collectorsystems.com/11184/objects/380140/mainimage,"{'0': '#7d7872', '1': '#e2dfdb', '2': '#4f4139'}"
16.0,16.0,1698,380141,Painting,Untitled (vacuum),6236973397,"Sasnal, Wilhelm b. 1972",https://api.collectorsystems.com/11184/objects/380141/mainimage,"{'0': '#313931', '1': '#c2787f', '2': '#5e9e88'}"
16.0,16.0,1699,380142,Painting,Untitled #39 (bottles),8025005548,"Sasnal, Wilhelm b. 1972",https://api.collectorsystems.com/11184/objects/380142/mainimage,"{'0': '#884a49', '1': '#245999', '2': '#c6beb9'}"
16.0,16.0,1700,380143,Painting,Untitled (cheese),2051485702,"Sasnal, Wilhelm b. 1972",https://api.collectorsystems.com/11184/objects/380143/mainimage,"{'0': '#b83a41', '1': '#c7b966', '2': '#275c9d'}"
16.0,16.0,1701,380144,Painting,Untitled #20 (identification),6245583726,"Sasnal, Wilhelm b. 1972",https://api.collectorsystems.com/11184/objects/380144/mainimage,"{'0': '#d4ccd0', '1': '#3b3027', '2': '#828480'}"
12.0,12.0,1702,380145,Painting,Untitled #46 (Kultura),8999980793,"Sasnal, Wilhelm b. 1972",https://api.collectorsystems.com/11184/objects/380145/mainimage,"{'0': '#79bf94', '1': '#313f3d', '2': '#2b6b99'}"
33.0,35.0,1705,380146,Painting,17089202001A / 17089202001B,8551211310,"Paine, Roxy b. 1966",https://api.collectorsystems.com/11184/objects/380146/mainimage,"{'0': '#b0b0ab', '1': '#e6e6e2', '2': '#cbccc8'}"
93.3125,61.8125,1706.4,380147,Photographs,"Ariau, Brasilien",7092365769,"Hutte, Axel b. 1951",https://api.collectorsystems.com/11184/objects/380147/mainimage,"{'0': '#b6d5d9', '1': '#244136', '2': '#416356'}"
78.75,99.1875,1779,380150,Work on paper,Fund,4935960648,"Rauch, Neo B. 1960",https://api.collectorsystems.com/11184/objects/380150/mainimage,"{'0': '#917652', '1': '#d0caaf', '2': '#312b19'}"
165.375,82.6875,1780,380151,Painting,Letztgeborenes Schrumpfkopfbaby,8314228764,"Meese, Jonathan b. 1971",https://api.collectorsystems.com/11184/objects/380151/mainimage,"{'0': '#543627', '1': '#a28a71', '2': '#efebe1'}"
145.6875,107.875,1783,380154,Video  installation,Pas d'action,6840351866,"Onofre, Joao b. 1976",https://api.collectorsystems.com/11184/objects/380154/mainimage,"{'0': '#433f35', '1': '#ebe7de', '2': '#9b8a77'}"
48.0,60.0,1786.1,380157,Photographs,Green Staircase #1,9586956357,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380157/mainimage,"{'0': '#9190a8', '1': '#161613', '2': '#44434a'}"
38.1875,26.375,1847,380158,Painting,Platz,9648607435,"von Plessen, Magnus b. 1967",https://api.collectorsystems.com/11184/objects/380158/mainimage,"{'0': '#a4a49a', '1': '#3e403a', '2': '#040507'}"
40.0,30.0,1848.3,380159,Photographs,Industry,8705720291,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380159/mainimage,"{'0': '#d5dbe3', '1': '#1d1d23', '2': '#768292'}"
65.5,53.5,1849.5,380160,Photographs,Cell with Rubble,8779505111,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380160/mainimage,"{'0': '#2f2829', '1': '#675d5d', '2': '#a29d9f'}"
8.0,10.0,1850.7,380161,Photographs,Fan as Eudemonist: Relaxing After an Exhausting Day at the Beach,2171344844,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380161/mainimage,"{'0': '#787878', '1': '#cecece', '2': '#232323'}"
8.0,10.0,1851,380162,Photographs,Fork in the Refrigerator,7060401436,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380162/mainimage,"{'0': '#151713', '1': '#6f7b76', '2': '#e0e7d6'}"
40.0,30.0,1852.1,380163,Photographs,Winterhouse,4907721321,"Casebere, James b. 1953",https://api.collectorsystems.com/11184/objects/380163/mainimage,"{'0': '#616874', '1': '#161a20', '2': '#bcc7d4'}"
